Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Uncapped,Attrition_Numeric,Age_Group,Tenure_Group,FlightRiskScore_LR,FlightRiskScore_RF,Predicted_Attrition_LR,Risk_Category
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048.0,10k-15k,22573,6,No,11,3,2,2,17,5,3,1,0,0,3.0,10048,1,36-45,0-2 Yrs,0.2219,0.6572,0,Low Risk
37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502.0,5k-10k,22825,4,No,14,3,2,1,7,5,4,5,4,0,1.0,6502,0,36-45,3-5 Yrs,0.1606,0.0469,0,Low Risk
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603.0,10k-15k,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2.0,13603,0,36-45,3-5 Yrs,0.0188,0.1057,0,Low Risk
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115.0,Upto 5k,15881,1,No,12,3,2,0,17,3,3,17,12,5,7.0,2115,0,36-45,11-20 Yrs,0.036,0.2133,0,Low Risk
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326.0,Upto 5k,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2.0,2326,0,36-45,3-5 Yrs,0.7337,0.4981,1,High Risk
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,5k-10k,23177,7,No,16,3,3,2,8,2,2,6,2,0,4.0,6347,0,36-45,6-10 Yrs,0.0594,0.0827,0,Low Risk
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,5k-10k,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7.0,5974,0,36-45,6-10 Yrs,0.4735,0.1892,0,Medium Risk
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452.0,Upto 5k,17663,6,No,20,4,2,1,17,3,3,5,4,0,3.0,3452,0,36-45,3-5 Yrs,0.2745,0.0694,0,Low Risk
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,Upto 5k,26914,1,No,12,3,3,1,18,2,2,18,7,12,17.0,3034,0,36-45,11-20 Yrs,0.1768,0.1136,0,Low Risk
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197.0,Upto 5k,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1.0,4197,0,36-45,0-2 Yrs,0.5572,0.176,1,Medium Risk
37,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449.0,Upto 5k,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7.0,4449,0,36-45,11-20 Yrs,0.6358,0.0734,1,Medium Risk
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,5k-10k,23848,4,No,17,3,4,0,12,3,4,6,5,1,2.0,7491,0,36-45,6-10 Yrs,0.221,0.0693,0,Low Risk
37,No,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834.0,5k-10k,24666,1,No,13,3,4,1,9,6,3,9,5,7,7.0,8834,0,36-45,6-10 Yrs,0.1504,0.1689,0,Low Risk
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,5k-10k,15701,6,No,12,3,2,1,8,2,2,6,5,4,3.0,6447,0,36-45,6-10 Yrs,0.2992,0.0571,0,Low Risk
37,No,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602.0,5k-10k,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0.0,9602,0,36-45,3-5 Yrs,0.5823,0.2332,1,Medium Risk
37,No,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,5k-10k,9606,1,No,15,3,3,1,10,2,3,10,7,7,8.0,9434,0,36-45,6-10 Yrs,0.1006,0.1023,0,Low Risk
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680.0,Upto 5k,15232,3,No,17,3,1,0,4,2,3,1,0,0,0.0,4680,0,36-45,0-2 Yrs,0.1727,0.2248,0,Low Risk
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,Upto 5k,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3.0,2782,0,36-45,3-5 Yrs,0.361,0.2896,0,Medium Risk
37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334.0,5k-10k,24558,4,No,19,3,4,2,9,2,3,1,0,0,0.0,6334,0,36-45,0-2 Yrs,0.2291,0.2296,0,Low Risk
37,No,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973.0,Upto 5k,21222,5,No,15,3,2,1,10,3,3,5,4,0,0.0,2973,0,36-45,3-5 Yrs,0.6868,0.0998,1,High Risk
37,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642.0,5k-10k,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9.0,7642,0,36-45,6-10 Yrs,0.777,0.1634,1,High Risk
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609.0,10k-15k,14922,5,No,11,3,3,0,17,2,1,14,1,11,7.0,10609,1,36-45,11-20 Yrs,0.9197,0.6512,1,High Risk
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,Upto 5k,14382,5,No,15,3,1,0,15,2,1,1,0,0,0.0,4777,1,36-45,0-2 Yrs,0.5772,0.6736,1,Medium Risk
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,Upto 5k,13848,3,No,15,3,1,0,8,3,2,4,3,0,1.0,4107,0,36-45,3-5 Yrs,0.1549,0.1326,0,Low Risk
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,5k-10k,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0.0,6694,0,36-45,0-2 Yrs,0.1758,0.2178,0,Low Risk
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,5k-10k,17171,7,No,13,3,3,2,9,2,3,6,2,1,3.0,5731,0,36-45,6-10 Yrs,0.1716,0.1055,0,Low Risk
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,5k-10k,9961,1,No,13,3,2,1,14,2,2,14,8,3,11.0,6474,0,36-45,11-20 Yrs,0.0148,0.0119,0,Low Risk
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996.0,Upto 5k,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3.0,2996,0,36-45,6-10 Yrs,0.473,0.2459,0,Medium Risk
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629.0,Upto 5k,19106,4,No,18,3,1,0,8,6,3,3,2,0,2.0,3629,0,36-45,3-5 Yrs,0.4305,0.2288,0,Medium Risk
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500.0,Upto 5k,25470,0,No,14,3,1,0,7,2,1,6,5,1,3.0,3500,0,36-45,6-10 Yrs,0.4542,0.1616,0,Medium Risk
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285.0,Upto 5k,3031,1,No,17,3,1,0,10,2,3,10,8,3,7.0,4285,0,36-45,6-10 Yrs,0.2385,0.0722,0,Low Risk
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,5k-10k,26493,3,No,17,3,1,3,9,2,2,4,3,0,2.0,5768,0,36-45,3-5 Yrs,0.1477,0.1031,0,Low Risk
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936.0,Upto 5k,9953,1,No,11,3,1,1,8,2,1,8,4,7,7.0,3936,0,36-45,6-10 Yrs,0.4524,0.1289,0,Medium Risk
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,5k-10k,7677,1,No,14,3,3,2,6,2,2,6,3,1,3.0,9525,0,36-45,6-10 Yrs,0.276,0.1176,0,Low Risk
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189.0,Upto 5k,8800,1,No,14,3,1,2,5,2,3,5,2,0,3.0,4189,0,36-45,3-5 Yrs,0.5425,0.094,1,Medium Risk
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,Upto 5k,12832,2,No,13,3,3,0,19,4,2,10,0,4,7.0,4071,0,36-45,6-10 Yrs,0.1676,0.1197,0,Low Risk
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,Upto 5k,4992,1,No,15,3,2,0,10,4,1,10,3,0,8.0,4213,1,36-45,6-10 Yrs,0.1833,0.1542,0,Low Risk
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,4284.0,Upto 5k,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4.0,4284,0,36-45,3-5 Yrs,0.5013,0.123,1,Medium Risk
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744.0,10k-15k,15471,1,Yes,25,4,1,1,16,2,3,16,11,6,8.0,13744,0,36-45,11-20 Yrs,0.0236,0.0369,0,Low Risk
38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,4,Male,44,2,3,Manufacturing Director,3,Single,9526.0,5k-10k,8787,0,No,21,4,2,0,10,2,3,9,7,1,3.0,9526,0,36-45,6-10 Yrs,0.3649,0.0808,0,Medium Risk
38,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944.0,Upto 5k,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2.0,3944,0,36-45,3-5 Yrs,0.5387,0.2301,1,Medium Risk
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406.0,Upto 5k,5456,1,No,11,3,4,0,10,2,3,10,3,9,9.0,2406,0,36-45,6-10 Yrs,0.7115,0.2043,1,High Risk
38,No,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5329.0,5k-10k,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9.0,5329,0,36-45,11-20 Yrs,0.0964,0.1023,0,Low Risk
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317.0,Upto 5k,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,3.0,4317,0,36-45,3-5 Yrs,0.6747,0.1123,1,High Risk
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686.0,5k-10k,12930,4,No,22,4,3,0,12,2,4,8,3,0,7.0,8686,0,36-45,6-10 Yrs,0.2034,0.2633,0,Low Risk
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,Upto 5k,6319,1,No,12,3,3,0,2,3,3,2,2,2,1.0,2288,0,36-45,0-2 Yrs,0.2813,0.2649,0,Low Risk
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,5k-10k,7259,9,No,14,3,2,0,14,3,3,1,0,0,0.0,6553,0,36-45,0-2 Yrs,0.1061,0.1041,0,Low Risk
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,5k-10k,4185,3,No,18,3,1,1,9,3,1,7,7,1,7.0,6261,0,36-45,6-10 Yrs,0.1552,0.1211,0,Low Risk
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,5k-10k,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0.0,6673,1,36-45,0-2 Yrs,0.814,0.6464,1,High Risk
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,10k-15k,9647,0,No,12,3,3,2,17,6,2,16,10,5,13.0,10609,0,36-45,11-20 Yrs,0.0316,0.161,0,Low Risk
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249.0,5k-10k,19682,3,No,18,3,4,1,13,0,3,8,7,7,5.0,5249,0,36-45,6-10 Yrs,0.0536,0.0945,0,Low Risk
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605.0,5k-10k,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7.0,5605,0,36-45,6-10 Yrs,0.7475,0.151,1,High Risk
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745.0,5k-10k,18899,9,No,14,3,2,1,10,2,3,2,2,1,2.0,5745,0,36-45,0-2 Yrs,0.1174,0.1003,0,Low Risk
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061.0,10k-15k,26707,3,No,17,3,3,1,19,2,3,10,8,0,1.0,12061,0,36-45,6-10 Yrs,0.0488,0.0565,0,Low Risk
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510.0,10k-15k,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9.0,11510,0,36-45,11-20 Yrs,0.0212,0.0597,0,Low Risk
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702.0,Upto 5k,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0.0,1702,0,36-45,0-2 Yrs,0.5633,0.4089,1,Medium Risk
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,5k-10k,22174,3,No,19,3,3,1,18,4,3,1,0,0,0.0,9824,0,36-45,0-2 Yrs,0.0208,0.1193,0,Low Risk
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619.0,Upto 5k,14561,3,No,17,3,4,0,8,3,2,0,0,0,0.0,2619,0,36-45,0-2 Yrs,0.1871,0.2892,0,Low Risk
38,No,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028.0,Upto 5k,7791,0,No,20,4,1,0,8,2,3,7,7,0,5.0,4028,0,36-45,6-10 Yrs,0.1518,0.1241,0,Low Risk
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625.0,5k-10k,19383,0,No,13,3,3,0,10,4,2,9,7,1,8.0,7625,0,36-45,6-10 Yrs,0.014,0.0736,0,Low Risk
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861.0,5k-10k,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0.0,7861,0,36-45,0-2 Yrs,0.3575,0.1924,0,Medium Risk
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057.0,Upto 5k,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1.0,3057,0,36-45,0-2 Yrs,0.8526,0.3383,1,High Risk
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,5k-10k,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12.0,5980,0,36-45,11-20 Yrs,0.769,0.1759,1,High Risk
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288.0,5k-10k,4284,2,No,15,3,3,1,13,3,2,4,3,1,2.0,6288,0,36-45,3-5 Yrs,0.2921,0.0842,0,Low Risk
38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899.0,Upto 5k,12102,0,No,19,3,4,1,3,3,3,2,2,1,2.0,2899,0,36-45,0-2 Yrs,0.6887,0.2459,1,High Risk
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582.0,10k-15k,16292,1,No,13,3,2,1,15,3,3,15,12,5,11.0,13582,0,36-45,11-20 Yrs,0.0097,0.0628,0,Low Risk
38,No,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666.0,5k-10k,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3.0,5666,0,36-45,3-5 Yrs,0.7943,0.3098,1,High Risk
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684.0,Upto 5k,12127,0,No,17,3,2,1,3,0,2,2,1,0,2.0,2684,0,36-45,0-2 Yrs,0.3844,0.2239,0,Medium Risk
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861.0,5k-10k,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0.0,6861,0,36-45,0-2 Yrs,0.8186,0.2617,1,High Risk
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821.0,Upto 5k,2997,3,No,16,3,1,1,8,2,3,2,2,2,2.0,2821,0,36-45,0-2 Yrs,0.2949,0.1584,0,Low Risk
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,5k-10k,24608,0,No,18,3,1,1,20,4,2,19,9,1,9.0,8823,0,36-45,11-20 Yrs,0.0291,0.0389,0,Low Risk
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5k-10k,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7.0,8740,0,36-45,6-10 Yrs,0.4422,0.1898,0,Medium Risk
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351.0,5k-10k,20619,7,No,16,3,3,0,10,2,3,1,0,0,0.0,7351,0,36-45,0-2 Yrs,0.6045,0.2702,1,Medium Risk
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844.0,Upto 5k,6004,1,No,13,3,4,1,7,2,4,7,6,5,0.0,2844,0,36-45,6-10 Yrs,0.242,0.0884,0,Low Risk
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893.0,5k-10k,19461,3,No,15,3,4,1,11,3,3,7,7,1,7.0,6893,0,36-45,6-10 Yrs,0.0337,0.1173,0,Low Risk
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610.0,Upto 5k,15748,1,No,11,3,4,3,4,2,3,4,2,0,3.0,2610,0,36-45,3-5 Yrs,0.0515,0.142,0,Low Risk
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077.0,5k-10k,14814,3,No,11,3,3,0,10,2,3,6,3,1,2.0,6077,0,36-45,6-10 Yrs,0.6612,0.1508,1,High Risk
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855.0,Upto 5k,7653,4,No,11,3,1,2,7,2,3,5,2,1,4.0,4855,1,36-45,3-5 Yrs,0.2176,0.4802,0,Low Risk
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924.0,5k-10k,12355,0,No,11,3,4,1,10,3,3,9,8,7,7.0,9924,0,36-45,6-10 Yrs,0.1425,0.1542,0,Low Risk
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198.0,Upto 5k,16379,2,No,12,3,2,0,8,5,4,3,2,1,2.0,4198,0,36-45,3-5 Yrs,0.3506,0.1137,0,Medium Risk
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,5k-10k,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2.0,7756,0,36-45,3-5 Yrs,0.0749,0.0971,0,Low Risk
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735.0,Upto 5k,9867,7,No,15,3,4,2,19,4,4,13,11,2,9.0,4735,0,36-45,11-20 Yrs,0.0162,0.0569,0,Low Risk
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,Upto 5k,23826,1,No,22,4,2,0,4,3,3,4,3,3,3.0,2440,0,36-45,3-5 Yrs,0.6514,0.3784,1,High Risk
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,Upto 5k,26176,7,No,19,3,4,1,7,5,2,0,0,0,0.0,3306,0,36-45,0-2 Yrs,0.1254,0.0845,0,Low Risk
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,Upto 5k,15963,4,No,14,3,2,1,9,4,2,6,1,0,5.0,2468,0,36-45,6-10 Yrs,0.4866,0.1496,0,Medium Risk
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,5k-10k,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0.0,5811,0,36-45,0-2 Yrs,0.7158,0.2536,1,High Risk
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,Upto 5k,16376,1,No,11,3,2,1,5,3,3,5,4,0,4.0,3702,0,36-45,3-5 Yrs,0.13,0.0534,0,Low Risk
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,Upto 5k,7129,5,No,13,3,4,3,13,3,3,11,10,3,8.0,2592,0,36-45,11-20 Yrs,0.0528,0.1141,0,Low Risk
38,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405.0,5k-10k,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3.0,5405,0,36-45,3-5 Yrs,0.7969,0.1523,1,High Risk
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133.0,Upto 5k,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7.0,2133,0,36-45,11-20 Yrs,0.2254,0.1605,0,Low Risk
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771.0,Upto 5k,14293,2,No,19,3,4,2,10,0,4,5,2,0,3.0,4771,0,36-45,3-5 Yrs,0.0454,0.0614,0,Low Risk
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858.0,Upto 5k,11473,4,No,14,3,1,0,20,3,2,1,0,0,0.0,2858,0,36-45,0-2 Yrs,0.8794,0.3741,1,High Risk
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991.0,Upto 5k,5224,0,Yes,11,3,2,1,7,2,3,6,2,1,2.0,2991,0,36-45,6-10 Yrs,0.6904,0.2565,1,High Risk
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440.0,Upto 5k,7636,0,No,15,3,1,2,16,3,3,15,13,5,8.0,4440,0,36-45,11-20 Yrs,0.0335,0.0347,0,Low Risk
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5321.0,5k-10k,14284,2,No,11,3,4,1,10,1,3,8,3,7,7.0,5321,0,36-45,6-10 Yrs,0.6248,0.171,1,Medium Risk
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206.0,10k-15k,3376,3,No,12,3,1,1,20,3,3,18,16,1,11.0,13206,0,36-45,11-20 Yrs,0.0088,0.0875,0,Low Risk
38,No,TravelRarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5343.0,5k-10k,5982,1,No,11,3,3,1,10,1,3,10,7,1,9.0,5343,0,36-45,6-10 Yrs,0.0013,0.1163,0,Low Risk
39,Yes,Travel_Rarely,895,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086.0,Upto 5k,3335,3,No,14,3,3,1,19,6,4,1,0,0,0.0,2086,1,36-45,0-2 Yrs,0.2609,0.5398,0,Low Risk
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902.0,5k-10k,14590,4,No,14,3,3,1,17,1,4,15,11,5,9.0,5902,0,36-45,11-20 Yrs,0.0539,0.0802,0,Low Risk
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232.0,Upto 5k,15417,7,No,14,3,3,3,7,1,3,3,2,1,2.0,2232,0,36-45,3-5 Yrs,0.2134,0.1237,0,Low Risk
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938.0,10k-15k,6420,0,No,25,4,4,0,20,1,3,19,6,11,3.0,10938,0,36-45,11-20 Yrs,0.7458,0.1249,1,High Risk
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613.0,5k-10k,10942,0,No,17,3,1,3,19,5,2,18,10,3,7.0,9613,0,36-45,11-20 Yrs,0.0056,0.0145,0,Low Risk
